Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
KEGG_2016,Nitrogen metabolism Homo sapiens hsa00910,3/17,5.1729237536724914e-05,0.0058453930180199,0,0,50.76275510204081,501.0023725462392,CA12;CA3;CA4
KEGG_2016,PI3K-Akt signaling pathway Homo sapiens hsa04151,8/341,0.00011925719962225253,0.0058453930180199,0,0,5.954308739118866,53.79258306400637,GHR;CCNE2;ITGB4;FN1;SPP1;PCK1;GNG11;EGFR
KEGG_2016,Proximal tubule bicarbonate reclamation Homo sapiens hsa04964,3/23,0.00013220574942847654,0.0058453930180199,0,0,35.52321428571429,317.2631958037717,CA4;ATP1A2;PCK1
KEGG_2016,Cytokine-cytokine receptor interaction Homo sapiens hsa04060,7/265,0.0001569233024971805,0.0058453930180199,0,0,6.66593992248062,58.39198984086214,GHR;BMP2;IL11RA;LEP;CXCL2;EGFR;TGFBR2
KEGG_2016,FoxO signaling pathway Homo sapiens hsa04068,5/133,0.0002879403849307583,0.0083081089189722,0,0,9.42501905487805,76.839890979812,GABARAPL1;S1PR1;PCK1;EGFR;TGFBR2
KEGG_2016,Pathways in cancer Homo sapiens hsa05200,8/397,0.00033455472156935183,0.0083081089189722,0,0,5.0825550746802906,40.67421482812123,JUN;BMP2;CCNE2;ZBTB16;FN1;GNG11;EGFR;TGFBR2
KEGG_2016,Focal adhesion Homo sapiens hsa04510,5/202,0.0018907206421174,0.0402453393822142,0,0,6.102513309397053,38.26762355940209,JUN;ITGB4;FN1;SPP1;EGFR
KEGG_2016,ECM-receptor interaction Homo sapiens hsa04512,3/82,0.0054969821890136,0.10238129327038,0,0,8.966546112115733,46.65792509210112,ITGB4;SPP1;FN1
KEGG_2016,Protein digestion and absorption Homo sapiens hsa04974,3/90,0.0071129482514246,0.1177588099402522,0,0,8.138752052545156,40.25295290541448,MME;COL10A1;ATP1A2
KEGG_2016,AGE-RAGE signaling pathway in diabetic complications Homo sapiens hsa04933,3/101,0.009751386518092,0.1320869628359736,0,0,7.221209912536443,33.43669896848304,JUN;FN1;TGFBR2
KEGG_2016,Choline metabolism in cancer Homo sapiens hsa05231,3/101,0.009751386518092,0.1320869628359736,0,0,7.221209912536443,33.43669896848304,SLC22A3;JUN;EGFR
KEGG_2016,Malaria Homo sapiens hsa05144,2/49,0.0192703969158626,0.2063772711502833,0,0,9.945431789737173,39.27635202330776,SDC2;HBB
KEGG_2016,Cocaine addiction Homo sapiens hsa05030,2/49,0.0192703969158626,0.2063772711502833,0,0,9.945431789737173,39.27635202330776,JUN;FOSB
KEGG_2016,Osteoclast differentiation Homo sapiens hsa04380,3/132,0.0199200036240188,0.2063772711502833,0,0,5.477297895902547,21.449267507044063,JUN;FOSB;TGFBR2
KEGG_2016,Mineral absorption Homo sapiens hsa04978,2/51,0.0207762353506996,0.2063772711502833,0,0,9.538535414165668,36.95176612183607,TF;ATP1A2
KEGG_2016,Staphylococcus aureus infection Homo sapiens hsa05150,2/56,0.0247467306737116,0.2069377207027772,0,0,8.653159041394336,32.00857086135637,CFH;CFB
KEGG_2016,MAPK signaling pathway Homo sapiens hsa04010,4/255,0.0252189884848479,0.2069377207027772,0,0,3.775164402630442,13.893201692494149,NTRK2;JUN;EGFR;TGFBR2
