Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
KEGG_2016,Cardiac muscle contraction Homo sapiens hsa04260,5/78,2.989505287122671e-05,0.0033183508687061,0,0,15.615651078570304,162.6810038152331,COX4I1;COX4I2;ATP1A2;UQCRC2;ATP1A1
KEGG_2016,Proximal tubule bicarbonate reclamation Homo sapiens hsa04964,3/23,0.00015604795273537798,0.0086606613768134,0,0,33.519101123595505,293.80655946915306,CA4;ATP1A2;ATP1A1
KEGG_2016,TGF-beta signaling pathway Homo sapiens hsa04350,4/84,0.0006107969169241847,0.0219802706822345,0,0,11.26590909090909,83.37613200406992,SMAD3;SP1;SMAD9;TGFBR2
KEGG_2016,Protein digestion and absorption Homo sapiens hsa04974,4/90,0.0007920818263868312,0.0219802706822345,0,0,10.476744186046512,74.81281529840449,COL14A1;COL10A1;ATP1A2;ATP1A1
KEGG_2016,Mineral absorption Homo sapiens hsa04978,3/51,0.001671967902781,0.0366762839781684,0,0,13.946629213483146,89.17131578195708,TF;ATP1A2;ATP1A1
KEGG_2016,Huntington's disease Homo sapiens hsa05016,5/193,0.0019825018366577,0.0366762839781684,0,0,6.028368794326241,37.51692430012367,SP1;COX4I1;COX4I2;UQCRC2;CREB5
KEGG_2016,Focal adhesion Homo sapiens hsa04510,5/202,0.0024165594287766,0.0377595967865614,0,0,5.750335492152401,34.64813170381754,COMP;XIAP;TLN2;FLNC;PPP1R12B
KEGG_2016,Nitrogen metabolism Homo sapiens hsa00910,2/17,0.0027214123810134,0.0377595967865614,0,0,29.47111111111111,174.07419089900034,CA3;CA4
KEGG_2016,Thyroid hormone synthesis Homo sapiens hsa04918,3/71,0.0042951067507297,0.0529729832589997,0,0,9.834765366820886,53.602213862352734,ATP1A2;ATP1A1;CREB5
KEGG_2016,Insulin secretion Homo sapiens hsa04911,3/85,0.0070877142121403,0.074810300694797,0,0,8.149904083310496,40.33707322023351,ATP1A2;ATP1A1;CREB5
KEGG_2016,cGMP-PKG signaling pathway Homo sapiens hsa04022,4/167,0.007413633402187,0.074810300694797,0,0,5.506134969325154,27.004478977917444,RGS2;ATP1A2;ATP1A1;CREB5
KEGG_2016,cAMP signaling pathway Homo sapiens hsa04024,4/199,0.0134630586856653,0.1185763990841114,0,0,4.595104895104895,19.79481923366665,OXTR;ATP1A2;ATP1A1;CREB5
KEGG_2016,Aldosterone-regulated sodium reabsorption Homo sapiens hsa04960,2/39,0.0138873260188599,0.1185763990841114,0,0,11.934534534534537,51.0413625187316,ATP1A2;ATP1A1
KEGG_2016,Carbohydrate digestion and absorption Homo sapiens hsa04973,2/45,0.0182269017855482,0.1373186919919245,0,0,10.266149870801032,41.11445864319842,ATP1A2;ATP1A1
KEGG_2016,Endocrine and other factor-regulated calcium reabsorption Homo sapiens hsa04961,2/47,0.0197848490499347,0.1373186919919245,0,0,9.80888888888889,38.478690248727474,ATP1A2;ATP1A1
KEGG_2016,Malaria Homo sapiens hsa05144,2/49,0.0213966402826562,0.1373186919919245,0,0,9.390543735224586,36.10214602295439,COMP;HBB
KEGG_2016,Caffeine metabolism Homo sapiens hsa00232,1/5,0.0227914675292109,0.1373186919919245,0,0,54.68131868131868,206.77024575968773,XDH
KEGG_2016,FoxO signaling pathway Homo sapiens hsa04068,3/133,0.023505001331951,0.1373186919919245,0,0,5.128262748487468,19.233765121852983,GABARAPL1;SMAD3;TGFBR2
KEGG_2016,Oxidative phosphorylation Homo sapiens hsa00190,3/133,0.023505001331951,0.1373186919919245,0,0,5.128262748487468,19.233765121852983,COX4I1;COX4I2;UQCRC2
KEGG_2016,Parkinson's disease Homo sapiens hsa05012,3/142,0.027821228466313,0.1452394870580899,0,0,4.7940344353730495,17.17202010218604,COX4I1;COX4I2;UQCRC2
KEGG_2016,Hepatitis B Homo sapiens hsa05161,3/146,0.0298660426625538,0.1452394870580899,0,0,4.658992692700558,16.357877747200927,SMAD3;CCNE2;CREB5
KEGG_2016,Adrenergic signaling in cardiomyocytes Homo sapiens hsa04261,3/148,0.0309175346115989,0.1452394870580899,0,0,4.594265788454088,15.971651651859425,ATP1A2;ATP1A1;CREB5
KEGG_2016,HTLV-I infection Homo sapiens hsa05166,4/258,0.0312852543941505,0.1452394870580899,0,0,3.5171796707229777,12.185650224670413,SMAD3;XIAP;TLN2;TGFBR2
KEGG_2016,Non-alcoholic fatty liver disease (NAFLD) Homo sapiens hsa04932,3/151,0.0325310201313106,0.1452394870580899,0,0,4.500455511691467,15.41658568992832,COX4I1;COX4I2;UQCRC2
KEGG_2016,Colorectal cancer Homo sapiens hsa05210,2/62,0.0331113973424759,0.1452394870580899,0,0,7.351111111111111,25.05168781160574,SMAD3;TGFBR2
KEGG_2016,Cytokine-cytokine receptor interaction Homo sapiens hsa04060,4/265,0.0340200600316246,0.1452394870580899,0,0,3.4216300940438877,11.567863881745144,CCL21;IL11RA;CCL28;TGFBR2
KEGG_2016,Oxytocin signaling pathway Homo sapiens hsa04921,3/158,0.0364641474533267,0.1471533527241249,0,0,4.295686843059079,14.224848080517376,OXTR;RGS2;PPP1R12B
KEGG_2016,Pancreatic cancer Homo sapiens hsa05212,2/66,0.0371197646511306,0.1471533527241249,0,0,6.8902777777777775,22.69385824134354,SMAD3;TGFBR2
KEGG_2016,Bile secretion Homo sapiens hsa04976,2/71,0.0423769503986204,0.15357402442282,0,0,6.389371980676328,20.1977676277128,ATP1A2;ATP1A1
KEGG_2016,Alzheimer's disease Homo sapiens hsa05010,3/168,0.042487552392851,0.15357402442282,0,0,4.033299284984678,12.739353784449069,COX4I1;COX4I2;UQCRC2
KEGG_2016,Chronic myeloid leukemia Homo sapiens hsa05220,2/73,0.0445535270405162,0.15357402442282,0,0,6.208763693270735,19.3158609487384,SMAD3;TGFBR2
KEGG_2016,Gastric acid secretion Homo sapiens hsa04971,2/74,0.0456571423959735,0.15357402442282,0,0,6.122222222222222,18.896821872884065,ATP1A2;ATP1A1
KEGG_2016,Adherens junction Homo sapiens hsa04520,2/74,0.0456571423959735,0.15357402442282,0,0,6.122222222222222,18.896821872884065,SMAD3;TGFBR2
KEGG_2016,Complement and coagulation cascades Homo sapiens hsa04610,2/79,0.0513239335935749,0.1675575479084359,0,0,5.723232323232323,16.99569979754316,CFH;C7
KEGG_2016,Small cell lung cancer Homo sapiens hsa05222,2/86,0.05965366104364,0.1891873250241157,0,0,5.2444444444444445,14.785136502876078,CCNE2;XIAP
KEGG_2016,Salivary secretion Homo sapiens hsa04970,2/89,0.0633569713592809,0.1900709140778428,0,0,5.062835249042146,13.968212253656654,ATP1A2;ATP1A1
KEGG_2016,Prostate cancer Homo sapiens hsa05215,2/89,0.0633569713592809,0.1900709140778428,0,0,5.062835249042146,13.968212253656654,CCNE2;CREB5
KEGG_2016,NF-kappa B signaling pathway Homo sapiens hsa04064,2/93,0.0684124503401114,0.1998363680987466,0,0,4.839316239316239,12.980016187050536,CCL21;XIAP
KEGG_2016,Pancreatic secretion Homo sapiens hsa04972,2/96,0.0722888268464433,0.205745122562954,0,0,4.684160756501182,12.30569174241841,ATP1A2;ATP1A1
KEGG_2016,Estrogen signaling pathway Homo sapiens hsa04915,2/99,0.0762349050222547,0.2115518614367568,0,0,4.538602520045819,11.682071735309378,SP1;CREB5
KEGG_2016,AGE-RAGE signaling pathway in diabetic complications Homo sapiens hsa04933,2/101,0.0789030618395943,0.2136156064437798,0,0,4.446464646464647,11.291953686667524,SMAD3;TGFBR2
KEGG_2016,Chagas disease (American trypanosomiasis) Homo sapiens hsa05142,2/104,0.0829595651234491,0.2192502792548299,0,0,4.315032679738562,10.741850797794058,SMAD3;TGFBR2
KEGG_2016,Thyroid hormone signaling pathway Homo sapiens hsa04919,2/118,0.1026826098733612,0.2650644115335604,0,0,3.7915708812260536,8.63004189922942,ATP1A2;ATP1A1
KEGG_2016,Pathways in cancer Homo sapiens hsa05200,4/397,0.1105686821519523,0.2750214793232081,0,0,2.257113115891742,4.970430307982276,SMAD3;CCNE2;XIAP;TGFBR2
KEGG_2016,Cell cycle Homo sapiens hsa04110,2/124,0.1114951943202194,0.2750214793232081,0,0,3.604007285974499,7.906376720337424,SMAD3;CCNE2
KEGG_2016,Axon guidance Homo sapiens hsa04360,2/127,0.1159739198101189,0.2798501108461566,0,0,3.516977777777778,7.576941552007025,ROBO3;UNC5B
KEGG_2016,Butanoate metabolism Homo sapiens hsa00650,1/28,0.121187906850021,0.2862097374543049,0,0,8.091575091575091,17.07656517303212,ACSM5
KEGG_2016,Signaling pathways regulating pluripotency of stem cells Homo sapiens hsa04550,2/142,0.139009040775755,0.3214584067939334,0,0,3.137777777777778,6.191514277015729,SMAD3;SMAD9
KEGG_2016,African trypanosomiasis Homo sapiens hsa05143,1/35,0.1491408159540994,0.3310926114181008,0,0,6.4234001292824825,12.222859084947466,HBB
KEGG_2016,Prion diseases Homo sapiens hsa05020,1/35,0.1491408159540994,0.3310926114181008,0,0,6.4234001292824825,12.222859084947466,C7
KEGG_2016,Hippo signaling pathway Homo sapiens hsa04390,2/153,0.156481818908878,0.3374633753944115,0,0,2.907579102281089,5.393022637684028,SMAD3;TGFBR2
KEGG_2016,Phagosome Homo sapiens hsa04145,2/154,0.1580909506352198,0.3374633753944115,0,0,2.8883040935672515,5.327721755521028,COMP;MRC1
KEGG_2016,Regulation of autophagy Homo sapiens hsa04140,1/39,0.1647171386488941,0.344973630000514,0,0,5.746096009253904,10.363231180423412,GABARAPL1
KEGG_2016,Vasopressin-regulated water reabsorption Homo sapiens hsa04962,1/44,0.1837914251072453,0.3777934849426708,0,0,5.076667518527984,8.59963984617019,CREB5
KEGG_2016,Basal transcription factors Homo sapiens hsa03022,1/45,0.187554257381389,0.3785185921697124,0,0,4.961038961038961,8.303226925237576,TAF8
KEGG_2016,Drug metabolism - other enzymes Homo sapiens hsa00983,1/46,0.1912999301686515,0.3791837901557199,0,0,4.85054945054945,8.022385666002098,XDH
KEGG_2016,Intestinal immune network for IgA production Homo sapiens hsa04672,1/48,0.1987401065984861,0.3808518441191235,0,0,4.643675473462707,7.503052567402758,CCL28
KEGG_2016,Transcriptional misregulation in cancer Homo sapiens hsa05202,2/180,0.2008682095312497,0.3808518441191235,0,0,2.463171036204744,3.953651249527765,SP1;TGFBR2
KEGG_2016,Cocaine addiction Homo sapiens hsa05030,1/49,0.2024347639912458,0.3808518441191235,0,0,4.5467032967032965,7.262620120354334,CREB5
KEGG_2016,PI3K-Akt signaling pathway Homo sapiens hsa04151,3/341,0.2073290145884619,0.3835586769886546,0,0,1.9516654477760784,3.070844690900524,COMP;CCNE2;CREB5
KEGG_2016,Chemokine signaling pathway Homo sapiens hsa04062,2/187,0.2126215541682228,0.3869015166011924,0,0,2.369129129129129,3.667983881501336,CCL21;CCL28
KEGG_2016,Staphylococcus aureus infection Homo sapiens hsa05150,1/56,0.2278297445070806,0.4078887361336443,0,0,3.966633366633367,5.867272176277879,CFH
KEGG_2016,Steroid hormone biosynthesis Homo sapiens hsa00140,1/58,0.2349373942808325,0.4139373137328955,0,0,3.827067669172932,5.543263381142671,HSD17B6
KEGG_2016,Proteoglycans in cancer Homo sapiens hsa05205,2/203,0.2397119121498834,0.4151630727846656,0,0,2.1787728026534,3.111979197707302,FLNC;PPP1R12B
KEGG_2016,Viral carcinogenesis Homo sapiens hsa05203,2/205,0.2431135110901195,0.4151630727846656,0,0,2.157088122605364,3.050611877995168,CCNE2;CREB5
KEGG_2016,Inflammatory bowel disease (IBD) Homo sapiens hsa05321,1/65,0.2593083134643107,0.4296003402169923,0,0,3.40728021978022,4.59893397345179,SMAD3
KEGG_2016,Retinol metabolism Homo sapiens hsa00830,1/65,0.2593083134643107,0.4296003402169923,0,0,3.40728021978022,4.59893397345179,HSD17B6
KEGG_2016,Amphetamine addiction Homo sapiens hsa05031,1/67,0.2661292809821518,0.4327225764164227,0,0,3.303696303696304,4.3733441967700015,CREB5
KEGG_2016,PPAR signaling pathway Homo sapiens hsa03320,1/69,0.2728881112535999,0.4327225764164227,0,0,3.206205559146736,4.163878052238306,ANGPTL4
KEGG_2016,p53 signaling pathway Homo sapiens hsa04115,1/69,0.2728881112535999,0.4327225764164227,0,0,3.206205559146736,4.163878052238306,CCNE2
KEGG_2016,Aldosterone synthesis and secretion Homo sapiens hsa04925,1/81,0.3121672173739657,0.4765310020625453,0,0,2.7236263736263737,3.170890169232401,CREB5
KEGG_2016,ECM-receptor interaction Homo sapiens hsa04512,1/82,0.315344109523702,0.4765310020625453,0,0,2.68986568986569,3.104349313740142,COMP
KEGG_2016,Peroxisome Homo sapiens hsa04146,1/83,0.3185064873499441,0.4765310020625453,0,0,2.656928437416242,3.0398248660970864,XDH
KEGG_2016,Salmonella infection Homo sapiens hsa05132,1/86,0.3279071889288603,0.4765310020625453,0,0,2.5627666451195865,2.8575480358922407,FLNC
KEGG_2016,MAPK signaling pathway Homo sapiens hsa04010,2/255,0.3281266458960027,0.4765310020625453,0,0,1.7263943785682916,1.923817294641164,FLNC;TGFBR2
KEGG_2016,Hematopoietic cell lineage Homo sapiens hsa04640,1/88,0.334102946093774,0.4765310020625453,0,0,2.5035998484274344,2.7447118149779954,IL11RA
KEGG_2016,GABAergic synapse Homo sapiens hsa04727,1/88,0.334102946093774,0.4765310020625453,0,0,2.5035998484274344,2.7447118149779954,GABARAPL1
KEGG_2016,Endocytosis Homo sapiens hsa04144,2/259,0.3348596230709778,0.4765310020625453,0,0,1.6991785559878945,1.858975884209806,SMAD3;TGFBR2
KEGG_2016,mRNA surveillance pathway Homo sapiens hsa03015,1/91,0.3432908016158175,0.4823453035361486,0,0,2.41978021978022,2.587174258353521,PNN
KEGG_2016,Longevity regulating pathway - mammal Homo sapiens hsa04211,1/94,0.3523532446269213,0.4888901269198533,0,0,2.3413683091102446,2.442330617543333,CREB5
KEGG_2016,Glucagon signaling pathway Homo sapiens hsa04922,1/101,0.3730206992040205,0.5049426538005645,0,0,2.176703296703297,2.146493630571357,CREB5
KEGG_2016,Choline metabolism in cancer Homo sapiens hsa05231,1/101,0.3730206992040205,0.5049426538005645,0,0,2.176703296703297,2.146493630571357,SP1
KEGG_2016,HIF-1 signaling pathway Homo sapiens hsa04066,1/103,0.3788049189388885,0.5065945301471884,0,0,2.1338073691014867,2.071359217904193,TF
KEGG_2016,Insulin resistance Homo sapiens hsa04931,1/109,0.3958427525235963,0.5121548455365735,0,0,2.0146520146520146,1.8670550545659887,CREB5
KEGG_2016,MicroRNAs in cancer Homo sapiens hsa05206,2/297,0.397679482541693,0.5121548455365735,0,0,1.4774387947269303,1.3623594889919692,CCNE2;SPRY2
KEGG_2016,TNF signaling pathway Homo sapiens hsa04668,1/110,0.3986370999135905,0.5121548455365735,0,0,1.9960681520314547,1.8357914644549749,CREB5
KEGG_2016,Cholinergic synapse Homo sapiens hsa04725,1/111,0.4014186627178548,0.5121548455365735,0,0,1.9778221778221776,1.8052578843236564,CREB5
KEGG_2016,Toxoplasmosis Homo sapiens hsa05145,1/118,0.4205364604705939,0.526576221324675,0,0,1.8588334742180896,1.6101663456459625,XIAP
KEGG_2016,Vascular smooth muscle contraction Homo sapiens hsa04270,1/120,0.4258868814057484,0.526576221324675,0,0,1.827407886231416,1.5598415730109116,PPP1R12B
KEGG_2016,Platelet activation Homo sapiens hsa04611,1/122,0.4311884316855761,0.526576221324675,0,0,1.7970211606575244,1.5116723285771814,TLN2
KEGG_2016,Oocyte meiosis Homo sapiens hsa04114,1/123,0.4338210184599832,0.526576221324675,0,0,1.7822014051522248,1.488357793631475,CCNE2
KEGG_2016,AMPK signaling pathway Homo sapiens hsa04152,1/124,0.4364415528096405,0.526576221324675,0,0,1.767622621281158,1.4655373511477896,CREB5
KEGG_2016,Dopaminergic synapse Homo sapiens hsa04728,1/129,0.4493653403401229,0.5317083856200785,0,0,1.6981456043956045,1.358379012692975,CREB5
KEGG_2016,Osteoclast differentiation Homo sapiens hsa04380,1/132,0.4569784393519108,0.5317083856200785,0,0,1.659005117020384,1.299198540819137,TGFBR2
KEGG_2016,Systemic lupus erythematosus Homo sapiens hsa05322,1/135,0.4644874075633622,0.5317083856200785,0,0,1.621617188781368,1.2434898398675702,C7
KEGG_2016,Measles Homo sapiens hsa05162,1/136,0.4669675007694536,0.5317083856200785,0,0,1.6095238095238096,1.2256453235686176,CCNE2
KEGG_2016,Ribosome Homo sapiens hsa03010,1/137,0.4694362323492584,0.5317083856200785,0,0,1.5976082740788624,1.208147818144373,RPS28
KEGG_2016,Ubiquitin mediated proteolysis Homo sapiens hsa04120,1/137,0.4694362323492584,0.5317083856200785,0,0,1.5976082740788624,1.208147818144373,XIAP
KEGG_2016,Apoptosis Homo sapiens hsa04210,1/140,0.4767747705010831,0.5345656517739417,0,0,1.562890347063009,1.1576501950949958,XIAP
KEGG_2016,Wnt signaling pathway Homo sapiens hsa04310,1/142,0.4816112584974293,0.5345884969321466,0,0,1.540565817161562,1.1255651284998267,SMAD3
KEGG_2016,Metabolic pathways Homo sapiens hsa01100,6/1239,0.5089230213024776,0.559311439253218,0,0,1.0566966559158038,0.7137547477028597,COX4I1;COX4I2;ACSM5;UQCRC2;HSD17B6;XDH
KEGG_2016,Jak-STAT signaling pathway Homo sapiens hsa04630,1/158,0.518744207071707,0.5645157547545047,0,0,1.3824455798978093,0.9073603795431062,IL11RA
KEGG_2016,RNA transport Homo sapiens hsa03013,1/172,0.5490691727279853,0.5866825917783859,0,0,1.268363215731637,0.7604228739528429,PNN
KEGG_2016,Purine metabolism Homo sapiens hsa00230,1/176,0.5573808083497428,0.5866825917783859,0,0,1.2391208791208792,0.724274326080944,XDH
KEGG_2016,Tuberculosis Homo sapiens hsa05152,1/178,0.5614796164426441,0.5866825917783859,0,0,1.2249953436394114,0.7070425765502124,MRC1
KEGG_2016,Alcoholism Homo sapiens hsa05034,1/179,0.5635149187029522,0.5866825917783859,0,0,1.2180516113100384,0.6986274736701248,CREB5
KEGG_2016,Calcium signaling pathway Homo sapiens hsa04020,1/180,0.565540876759345,0.5866825917783859,0,0,1.2111854625821106,0.690342650440487,OXTR
KEGG_2016,Rap1 signaling pathway Homo sapiens hsa04015,1/211,0.6239347236274133,0.6406997980197172,0,0,1.0307692307692309,0.4862236649070828,TLN2
KEGG_2016,Regulation of actin cytoskeleton Homo sapiens hsa04810,1/214,0.6291556575148575,0.6406997980197172,0,0,1.0160965794768613,0.4708353626926428,PPP1R12B
KEGG_2016,Neuroactive ligand-receptor interaction Homo sapiens hsa04080,1/277,0.7236400884258253,0.7302186346842419,0,0,0.7816531294792164,0.2528344011160654,OXTR
KEGG_2016,Olfactory transduction Homo sapiens hsa04740,1/415,0.8553624254985791,0.8553624254985791,0,0,0.517439082656474,0.0808395132591557,RGS2
